instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,classify_hour,classify_hum,classify_wind
5308,2011-08-14,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,Night,Too Moist,Gentle Breeze
5309,2011-08-14,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62,Night,Too Moist,Gentle Breeze
5310,2011-08-14,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,Night,Too Moist,Gentle Breeze
5311,2011-08-14,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3,Night,Too Moist,Gentle Breeze
5312,2011-08-14,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,Night,Too Moist,Light Breeze
5313,2011-08-14,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6,Morning,Too Moist,Light Breeze
5314,2011-08-14,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24,Morning,Too Moist,Gentle Breeze
5315,2011-08-14,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,Morning,Too Moist,Gentle Breeze
5316,2011-08-14,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103,Morning,Too Moist,Gentle Breeze
5317,2011-08-14,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,Morning,Too Moist,Gentle Breeze
5318,2011-08-14,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,Morning,Too Moist,Gentle Breeze
5319,2011-08-14,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281,Afternoon,Too Moist,Gentle Breeze
5320,2011-08-14,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,Afternoon,Too Moist,Gentle Breeze
5321,2011-08-14,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,Afternoon,Too Moist,Gentle Breeze
5322,2011-08-14,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,Afternoon,Too Moist,Gentle Breeze
5323,2011-08-14,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,Afternoon,Too Moist,Light Breeze
5324,2011-08-14,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,Afternoon,Ideal,Light Breeze
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,Evening,Too Moist,Light Breeze
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,Evening,Too Moist,Gentle Breeze
5327,2011-08-14,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,Evening,Too Moist,Light Breeze
5328,2011-08-14,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155,Evening,Too Moist,Fresh Breeze
5329,2011-08-14,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39,Evening,Too Moist,Fresh Breeze
5330,2011-08-14,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27,Evening,Too Moist,Calm
5331,2011-08-15,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25,Night,Too Moist,Light Breeze
5332,2011-08-15,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10,Night,Too Moist,Light Breeze
5333,2011-08-15,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3,Night,Too Moist,Calm
5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,Night,Too Moist,Gentle Breeze
5335,2011-08-15,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,Night,Too Moist,Light Breeze
5336,2011-08-15,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17,Night,Too Moist,Gentle Breeze
5337,2011-08-15,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,Morning,Too Moist,Gentle Breeze
5338,2011-08-15,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,Morning,Too Moist,Gentle Breeze
5339,2011-08-15,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355,Morning,Too Moist,Moderate Breeze
5340,2011-08-15,3,0,8,9,0,1,1,1,0.64,0.5909,0.78,0.3284,52,170,222,Morning,Too Moist,Moderate Breeze
5341,2011-08-15,3,0,8,10,0,1,1,1,0.68,0.6364,0.69,0.2836,54,87,141,Morning,Too Moist,Gentle Breeze
5342,2011-08-15,3,0,8,11,0,1,1,2,0.72,0.6818,0.62,0.2537,41,112,153,Morning,Ideal,Gentle Breeze
5343,2011-08-15,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178,Afternoon,Ideal,Gentle Breeze
5344,2011-08-15,3,0,8,13,0,1,1,1,0.78,0.7121,0.52,0.2836,53,140,193,Afternoon,Ideal,Gentle Breeze
5345,2011-08-15,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151,Afternoon,Ideal,Light Breeze
5346,2011-08-15,3,0,8,15,0,1,1,3,0.74,0.6818,0.55,0.2985,49,133,182,Afternoon,Ideal,Moderate Breeze
5347,2011-08-15,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283,Afternoon,Ideal,Moderate Breeze
5348,2011-08-15,3,0,8,17,0,1,1,1,0.74,0.6667,0.51,0.2836,59,471,530,Afternoon,Ideal,Gentle Breeze
5349,2011-08-15,3,0,8,18,0,1,1,1,0.7,0.6515,0.65,0.194,70,413,483,Evening,Ideal,Gentle Breeze
5350,2011-08-15,3,0,8,19,0,1,1,1,0.7,0.6515,0.65,0.0,54,343,397,Evening,Ideal,Calm
5351,2011-08-15,3,0,8,20,0,1,1,1,0.66,0.6212,0.74,0.1343,45,240,285,Evening,Too Moist,Light Breeze
5352,2011-08-15,3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,34,150,184,Evening,Ideal,Gentle Breeze
5353,2011-08-15,3,0,8,22,0,1,1,1,0.66,0.6212,0.69,0.2537,22,76,98,Evening,Too Moist,Gentle Breeze
5354,2011-08-15,3,0,8,23,0,1,1,1,0.64,0.6061,0.69,0.2239,11,77,88,Evening,Too Moist,Gentle Breeze
5355,2011-08-16,3,0,8,0,0,2,1,1,0.64,0.6061,0.69,0.1045,8,23,31,Night,Too Moist,Light Breeze
5356,2011-08-16,3,0,8,1,0,2,1,1,0.64,0.6061,0.69,0.1642,4,12,16,Night,Too Moist,Light Breeze
5357,2011-08-16,3,0,8,2,0,2,1,1,0.62,0.5909,0.73,0.2239,1,3,4,Night,Too Moist,Gentle Breeze
5358,2011-08-16,3,0,8,3,0,2,1,1,0.62,0.5909,0.73,0.2239,1,5,6,Night,Too Moist,Gentle Breeze
5359,2011-08-16,3,0,8,4,0,2,1,1,0.64,0.6061,0.69,0.2985,0,5,5,Night,Too Moist,Moderate Breeze
5360,2011-08-16,3,0,8,5,0,2,1,1,0.62,0.5909,0.73,0.2836,1,29,30,Night,Too Moist,Gentle Breeze
5361,2011-08-16,3,0,8,6,0,2,1,1,0.62,0.5909,0.73,0.3284,4,115,119,Morning,Too Moist,Moderate Breeze
5362,2011-08-16,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,18,328,346,Morning,Too Moist,Gentle Breeze
5363,2011-08-16,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441,Morning,Ideal,Fresh Breeze
5364,2011-08-16,3,0,8,9,0,2,1,1,0.68,0.6364,0.61,0.2836,27,171,198,Morning,Ideal,Gentle Breeze
5365,2011-08-16,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111,Morning,Ideal,Moderate Breeze
5366,2011-08-16,3,0,8,11,0,2,1,1,0.74,0.6667,0.51,0.2239,40,110,150,Morning,Ideal,Gentle Breeze
5367,2011-08-16,3,0,8,12,0,2,1,1,0.76,0.6818,0.48,0.3284,42,120,162,Afternoon,Ideal,Moderate Breeze
5368,2011-08-16,3,0,8,13,0,2,1,1,0.76,0.6818,0.48,0.2985,45,147,192,Afternoon,Ideal,Moderate Breeze
5369,2011-08-16,3,0,8,14,0,2,1,1,0.76,0.6818,0.45,0.4179,65,117,182,Afternoon,Ideal,Moderate Breeze
5370,2011-08-16,3,0,8,15,0,2,1,1,0.8,0.7121,0.41,0.2985,36,123,159,Afternoon,Too Dry,Moderate Breeze
5371,2011-08-16,3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303,Afternoon,Too Dry,Gentle Breeze
5372,2011-08-16,3,0,8,17,0,2,1,1,0.76,0.6818,0.45,0.3284,75,525,600,Afternoon,Ideal,Moderate Breeze
5373,2011-08-16,3,0,8,18,0,2,1,1,0.76,0.6818,0.45,0.2239,54,516,570,Evening,Ideal,Gentle Breeze
5374,2011-08-16,3,0,8,19,0,2,1,1,0.74,0.6667,0.48,0.194,56,320,376,Evening,Ideal,Gentle Breeze
5375,2011-08-16,3,0,8,20,0,2,1,1,0.74,0.6667,0.51,0.0,48,232,280,Evening,Ideal,Calm
5376,2011-08-16,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0.0,38,177,215,Evening,Ideal,Calm
5377,2011-08-16,3,0,8,22,0,2,1,1,0.7,0.6515,0.61,0.0,31,121,152,Evening,Ideal,Calm
5378,2011-08-16,3,0,8,23,0,2,1,1,0.66,0.6212,0.65,0.1343,20,57,77,Evening,Ideal,Light Breeze
5379,2011-08-17,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24,Night,Too Moist,Light Breeze
5380,2011-08-17,3,0,8,1,0,3,1,1,0.64,0.6061,0.73,0.1642,2,12,14,Night,Too Moist,Light Breeze
5381,2011-08-17,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6,Night,Too Moist,Calm
5382,2011-08-17,3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,1,4,5,Night,Too Moist,Calm
5383,2011-08-17,3,0,8,4,0,3,1,1,0.64,0.6061,0.73,0.0,0,5,5,Night,Too Moist,Calm
5384,2011-08-17,3,0,8,5,0,3,1,1,0.64,0.6061,0.73,0.0,0,28,28,Night,Too Moist,Calm
5385,2011-08-17,3,0,8,6,0,3,1,1,0.62,0.5909,0.78,0.0,4,101,105,Morning,Too Moist,Calm
5386,2011-08-17,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308,Morning,Ideal,Light Breeze
5387,2011-08-17,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487,Morning,Ideal,Light Breeze
5388,2011-08-17,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209,Morning,Ideal,Light Breeze
5389,2011-08-17,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118,Morning,Too Dry,Light Breeze
5390,2011-08-17,3,0,8,11,0,3,1,1,0.78,0.697,0.43,0.1045,20,108,128,Morning,Too Dry,Light Breeze
5391,2011-08-17,3,0,8,12,0,3,1,1,0.8,0.7273,0.43,0.2836,26,163,189,Afternoon,Too Dry,Gentle Breeze
5392,2011-08-17,3,0,8,13,0,3,1,1,0.8,0.7121,0.41,0.194,38,138,176,Afternoon,Too Dry,Gentle Breeze
5393,2011-08-17,3,0,8,14,0,3,1,1,0.82,0.7273,0.36,0.1642,54,138,192,Afternoon,Too Dry,Light Breeze
5394,2011-08-17,3,0,8,15,0,3,1,1,0.8,0.7273,0.43,0.1343,42,117,159,Afternoon,Too Dry,Light Breeze
5395,2011-08-17,3,0,8,16,0,3,1,1,0.82,0.7424,0.43,0.2239,62,238,300,Afternoon,Too Dry,Gentle Breeze
5396,2011-08-17,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552,Afternoon,Ideal,Gentle Breeze
5397,2011-08-17,3,0,8,18,0,3,1,1,0.76,0.697,0.55,0.2537,86,470,556,Evening,Ideal,Gentle Breeze
5398,2011-08-17,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,347,Evening,Ideal,Gentle Breeze
5399,2011-08-17,3,0,8,20,0,3,1,1,0.74,0.6818,0.58,0.2537,37,243,280,Evening,Ideal,Gentle Breeze
5400,2011-08-17,3,0,8,21,0,3,1,1,0.72,0.6818,0.62,0.2239,38,192,230,Evening,Ideal,Gentle Breeze
5401,2011-08-17,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.194,29,142,171,Evening,Ideal,Gentle Breeze
5402,2011-08-17,3,0,8,23,0,3,1,1,0.7,0.6515,0.65,0.2836,20,85,105,Evening,Ideal,Gentle Breeze
5403,2011-08-18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56,Night,Ideal,Light Breeze
5404,2011-08-18,3,0,8,1,0,4,1,2,0.66,0.6212,0.65,0.1642,13,11,24,Night,Ideal,Light Breeze
5405,2011-08-18,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6,Night,Ideal,Gentle Breeze
5406,2011-08-18,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6,Night,Too Moist,Gentle Breeze
5407,2011-08-18,3,0,8,4,0,4,1,1,0.64,0.6061,0.73,0.2239,0,9,9,Night,Too Moist,Gentle Breeze
5408,2011-08-18,3,0,8,5,0,4,1,1,0.64,0.5909,0.78,0.2836,0,27,27,Night,Too Moist,Gentle Breeze
5409,2011-08-18,3,0,8,6,0,4,1,2,0.64,0.5909,0.78,0.2537,6,97,103,Morning,Too Moist,Gentle Breeze
5410,2011-08-18,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308,Morning,Too Moist,Moderate Breeze
5411,2011-08-18,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420,Morning,Too Moist,Gentle Breeze
5412,2011-08-18,3,0,8,9,0,4,1,1,0.72,0.6818,0.66,0.2537,42,186,228,Morning,Too Moist,Gentle Breeze
5413,2011-08-18,3,0,8,10,0,4,1,1,0.74,0.697,0.66,0.2537,37,92,129,Morning,Too Moist,Gentle Breeze
5414,2011-08-18,3,0,8,11,0,4,1,1,0.76,0.7121,0.58,0.2537,44,97,141,Morning,Ideal,Gentle Breeze
5415,2011-08-18,3,0,8,12,0,4,1,1,0.8,0.7424,0.52,0.2836,34,139,173,Afternoon,Ideal,Gentle Breeze
5416,2011-08-18,3,0,8,13,0,4,1,1,0.8,0.7424,0.52,0.3582,33,154,187,Afternoon,Ideal,Moderate Breeze
5417,2011-08-18,3,0,8,14,0,4,1,1,0.82,0.7576,0.46,0.3284,67,115,182,Afternoon,Ideal,Moderate Breeze
5418,2011-08-18,3,0,8,15,0,4,1,1,0.8,0.7273,0.46,0.3582,56,118,174,Afternoon,Ideal,Moderate Breeze
5419,2011-08-18,3,0,8,16,0,4,1,1,0.8,0.7273,0.46,0.3582,49,196,245,Afternoon,Ideal,Moderate Breeze
5420,2011-08-18,3,0,8,17,0,4,1,3,0.8,0.7273,0.46,0.2985,44,365,409,Afternoon,Ideal,Moderate Breeze
5421,2011-08-18,3,0,8,18,0,4,1,3,0.76,0.697,0.55,0.2537,48,226,274,Evening,Ideal,Gentle Breeze
5422,2011-08-18,3,0,8,19,0,4,1,1,0.66,0.6061,0.83,0.1045,26,115,141,Evening,Too Moist,Light Breeze
5423,2011-08-18,3,0,8,20,0,4,1,1,0.66,0.6061,0.83,0.1045,24,141,165,Evening,Too Moist,Light Breeze
5424,2011-08-18,3,0,8,21,0,4,1,2,0.68,0.6364,0.79,0.0,12,137,149,Evening,Too Moist,Calm
5425,2011-08-18,3,0,8,22,0,4,1,2,0.7,0.6667,0.74,0.1045,18,117,135,Evening,Too Moist,Light Breeze
5426,2011-08-18,3,0,8,23,0,4,1,2,0.7,0.6667,0.74,0.1343,20,94,114,Evening,Too Moist,Light Breeze
5427,2011-08-19,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.194,9,53,62,Night,Too Moist,Gentle Breeze
5428,2011-08-19,3,0,8,1,0,5,1,3,0.64,0.5758,0.89,0.0,1,19,20,Night,Too Moist,Calm
5429,2011-08-19,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0.0,0,8,8,Night,Too Moist,Calm
5430,2011-08-19,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0,2,1,3,Night,Too Moist,Calm
5431,2011-08-19,3,0,8,4,0,5,1,1,0.64,0.5758,0.83,0.0,1,7,8,Night,Too Moist,Calm
5432,2011-08-19,3,0,8,5,0,5,1,1,0.64,0.5758,0.83,0.0,1,16,17,Night,Too Moist,Calm
5433,2011-08-19,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0.0,2,91,93,Morning,Too Moist,Calm
5434,2011-08-19,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263,Morning,Too Moist,Light Breeze
5435,2011-08-19,3,0,8,8,0,5,1,2,0.66,0.6061,0.83,0.0,30,368,398,Morning,Too Moist,Calm
5436,2011-08-19,3,0,8,9,0,5,1,1,0.7,0.6515,0.65,0.1343,31,187,218,Morning,Ideal,Light Breeze
5437,2011-08-19,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165,Morning,Ideal,Light Breeze
5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,Morning,Too Moist,Light Breeze
5439,2011-08-19,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222,Afternoon,Ideal,Light Breeze
5440,2011-08-19,3,0,8,13,0,5,1,2,0.76,0.7121,0.62,0.194,63,169,232,Afternoon,Ideal,Gentle Breeze
5441,2011-08-19,3,0,8,14,0,5,1,1,0.78,0.7273,0.55,0.194,78,142,220,Afternoon,Ideal,Gentle Breeze
5442,2011-08-19,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222,Afternoon,Ideal,Light Breeze
5443,2011-08-19,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.0,66,261,327,Afternoon,Ideal,Calm
5444,2011-08-19,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527,Afternoon,Ideal,Fresh Breeze
5445,2011-08-19,3,0,8,18,0,5,1,1,0.76,0.7121,0.58,0.5224,88,337,425,Evening,Ideal,Fresh Breeze
5446,2011-08-19,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165,Evening,Too Moist,Fresh Breeze
5447,2011-08-19,3,0,8,20,0,5,1,3,0.62,0.5758,0.83,0.2985,12,46,58,Evening,Too Moist,Moderate Breeze
5448,2011-08-19,3,0,8,21,0,5,1,1,0.62,0.5758,0.83,0.1343,18,89,107,Evening,Too Moist,Light Breeze
5449,2011-08-19,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122,Evening,Too Moist,Light Breeze
5450,2011-08-19,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106,Evening,Too Moist,Light Breeze
5451,2011-08-20,3,0,8,0,0,6,0,1,0.6,0.5455,0.88,0.0,21,107,128,Night,Too Moist,Calm
5452,2011-08-20,3,0,8,1,0,6,0,1,0.62,0.5758,0.83,0.0,12,35,47,Night,Too Moist,Calm
5453,2011-08-20,3,0,8,2,0,6,0,1,0.62,0.5909,0.78,0.0,10,59,69,Night,Too Moist,Calm
5454,2011-08-20,3,0,8,3,0,6,0,1,0.62,0.5909,0.78,0.0,9,42,51,Night,Too Moist,Calm
5455,2011-08-20,3,0,8,4,0,6,0,2,0.6,0.5455,0.88,0.0,1,6,7,Night,Too Moist,Calm
5456,2011-08-20,3,0,8,5,0,6,0,1,0.6,0.5606,0.83,0.0,0,8,8,Night,Too Moist,Calm
5457,2011-08-20,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,6,18,24,Morning,Too Moist,Light Breeze
5458,2011-08-20,3,0,8,7,0,6,0,1,0.62,0.5758,0.83,0.0,8,36,44,Morning,Too Moist,Calm
5459,2011-08-20,3,0,8,8,0,6,0,1,0.66,0.6212,0.69,0.0,27,106,133,Morning,Too Moist,Calm
5460,2011-08-20,3,0,8,9,0,6,0,1,0.7,0.6515,0.65,0.0,51,139,190,Morning,Ideal,Calm
5461,2011-08-20,3,0,8,10,0,6,0,1,0.72,0.6818,0.62,0.1045,114,192,306,Morning,Ideal,Light Breeze
5462,2011-08-20,3,0,8,11,0,6,0,1,0.72,0.6667,0.58,0.0,115,223,338,Morning,Ideal,Calm
5463,2011-08-20,3,0,8,12,0,6,0,1,0.74,0.6818,0.58,0.1343,156,253,409,Afternoon,Ideal,Light Breeze
5464,2011-08-20,3,0,8,13,0,6,0,1,0.76,0.697,0.55,0.1343,158,220,378,Afternoon,Ideal,Light Breeze
5465,2011-08-20,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,147,228,375,Afternoon,Ideal,Gentle Breeze
5466,2011-08-20,3,0,8,15,0,6,0,1,0.8,0.7273,0.43,0.194,175,215,390,Afternoon,Too Dry,Gentle Breeze
5467,2011-08-20,3,0,8,16,0,6,0,1,0.8,0.7273,0.46,0.194,151,222,373,Afternoon,Ideal,Gentle Breeze
5468,2011-08-20,3,0,8,17,0,6,0,1,0.8,0.7424,0.49,0.194,180,203,383,Afternoon,Ideal,Gentle Breeze
5469,2011-08-20,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394,Evening,Ideal,Gentle Breeze
5470,2011-08-20,3,0,8,19,0,6,0,1,0.74,0.6818,0.62,0.194,109,182,291,Evening,Ideal,Gentle Breeze
5471,2011-08-20,3,0,8,20,0,6,0,1,0.74,0.6818,0.62,0.2239,78,170,248,Evening,Ideal,Gentle Breeze
5472,2011-08-20,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,Evening,Too Moist,Gentle Breeze
5473,2011-08-20,3,0,8,22,0,6,0,2,0.7,0.6667,0.74,0.194,77,146,223,Evening,Too Moist,Gentle Breeze
5474,2011-08-20,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157,Evening,Too Moist,Light Breeze
5475,2011-08-21,3,0,8,0,0,0,0,1,0.7,0.6667,0.74,0.194,6,68,74,Night,Too Moist,Gentle Breeze
5476,2011-08-21,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,Night,Too Moist,Gentle Breeze
5477,2011-08-21,3,0,8,2,0,0,0,1,0.68,0.6364,0.79,0.194,13,51,64,Night,Too Moist,Gentle Breeze
5478,2011-08-21,3,0,8,3,0,0,0,1,0.66,0.6061,0.83,0.2239,25,26,51,Night,Too Moist,Gentle Breeze
5479,2011-08-21,3,0,8,4,0,0,0,1,0.68,0.6364,0.83,0.2239,1,5,6,Night,Too Moist,Gentle Breeze
5480,2011-08-21,3,0,8,5,0,0,0,1,0.66,0.5909,0.89,0.2985,0,8,8,Night,Too Moist,Moderate Breeze
5481,2011-08-21,3,0,8,6,0,0,0,1,0.66,0.5909,0.89,0.2836,4,10,14,Morning,Too Moist,Gentle Breeze
5482,2011-08-21,3,0,8,7,0,0,0,1,0.68,0.6364,0.83,0.2985,12,19,31,Morning,Too Moist,Moderate Breeze
5483,2011-08-21,3,0,8,8,0,0,0,1,0.7,0.6667,0.79,0.2239,30,62,92,Morning,Too Moist,Gentle Breeze
5484,2011-08-21,3,0,8,9,0,0,0,1,0.72,0.697,0.74,0.2239,80,151,231,Morning,Too Moist,Gentle Breeze
5485,2011-08-21,3,0,8,10,0,0,0,1,0.74,0.7121,0.74,0.2537,97,177,274,Morning,Too Moist,Gentle Breeze
5486,2011-08-21,3,0,8,11,0,0,0,1,0.8,0.7879,0.63,0.2836,132,181,313,Morning,Ideal,Gentle Breeze
5487,2011-08-21,3,0,8,12,0,0,0,1,0.82,0.803,0.59,0.2836,135,239,374,Afternoon,Ideal,Gentle Breeze
5488,2011-08-21,3,0,8,13,0,0,0,1,0.8,0.7727,0.59,0.4179,94,216,310,Afternoon,Ideal,Moderate Breeze
5489,2011-08-21,3,0,8,14,0,0,0,3,0.7,0.6667,0.79,0.3881,78,157,235,Afternoon,Too Moist,Moderate Breeze
5490,2011-08-21,3,0,8,15,0,0,0,1,0.7,0.6667,0.84,0.2836,17,51,68,Afternoon,Too Moist,Gentle Breeze
5491,2011-08-21,3,0,8,16,0,0,0,1,0.72,0.697,0.79,0.1642,97,161,258,Afternoon,Too Moist,Light Breeze
5492,2011-08-21,3,0,8,17,0,0,0,1,0.72,0.697,0.79,0.1343,91,179,270,Afternoon,Too Moist,Light Breeze
5493,2011-08-21,3,0,8,18,0,0,0,1,0.72,0.697,0.79,0.2537,96,215,311,Evening,Too Moist,Gentle Breeze
5494,2011-08-21,3,0,8,19,0,0,0,1,0.72,0.6818,0.7,0.2537,81,201,282,Evening,Too Moist,Gentle Breeze
5495,2011-08-21,3,0,8,20,0,0,0,1,0.7,0.6667,0.79,0.2537,41,140,181,Evening,Too Moist,Gentle Breeze
5496,2011-08-21,3,0,8,21,0,0,0,1,0.7,0.6667,0.79,0.2537,45,93,138,Evening,Too Moist,Gentle Breeze
5497,2011-08-21,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,Evening,Too Moist,Gentle Breeze
5498,2011-08-21,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68,Evening,Too Moist,Light Breeze
5499,2011-08-22,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40,Night,Too Moist,Light Breeze
5500,2011-08-22,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21,Night,Too Moist,Light Breeze
5501,2011-08-22,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,Night,Ideal,Light Breeze
5502,2011-08-22,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5,Night,Ideal,Light Breeze
5503,2011-08-22,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12,Night,Ideal,Gentle Breeze
5504,2011-08-22,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24,Night,Ideal,Moderate Breeze
5505,2011-08-22,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112,Morning,Ideal,Moderate Breeze
5506,2011-08-22,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281,Morning,Ideal,Moderate Breeze
5507,2011-08-22,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351,Morning,Ideal,Moderate Breeze
5508,2011-08-22,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187,Morning,Ideal,Gentle Breeze
5509,2011-08-22,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121,Morning,Ideal,Gentle Breeze
5510,2011-08-22,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131,Morning,Too Dry,Moderate Breeze
5511,2011-08-22,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207,Afternoon,Too Dry,Moderate Breeze
5512,2011-08-22,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205,Afternoon,Too Dry,Fresh Breeze
5513,2011-08-22,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225,Afternoon,Too Dry,Moderate Breeze
